0,1,2,3,4,5,6,7,8
0.9999999933582575,1.1367866890257669e-11,2.197106071923557e-10,5.934912023431516e-12,1.0983353457685374e-10,3.2685557115114593e-12,1.4994504379571496e-11,6.270079342980153e-09,6.553229165014036e-12
1.510308653219558e-08,8.606795350855899e-10,0.9998503290724041,0.00013453007377926536,1.1665333903630679e-09,3.8742072365593006e-10,1.4580087861044634e-09,1.3410747703665064e-05,1.7111303840501345e-06
1.0262359428387952e-07,2.8710970077771947e-09,0.9999549971996384,2.6371578112608924e-06,1.0321507711471243e-09,5.020678834265616e-10,2.9387131719537173e-08,4.2146967388151125e-05,8.225912047712514e-08
0.010170058949344288,0.0037773756949273816,0.15761753063849404,0.03357694532840816,0.0008986610646516674,0.0007705879241063788,0.17174282507387567,0.5909904730808409,0.030455542245351668
0.000567693021926168,0.0005032091852549097,0.010917691927964011,0.001245499384421449,9.344635508791225e-05,0.0001231286728633109,0.060766623315831804,0.9247777189422942,0.0010049891943562338
4.14495380333243e-08,7.071346696114202e-10,0.999965259790359,1.2435136987225671e-05,7.919015922550189e-10,1.9713250300766967e-10,3.246901696116104e-08,2.1697070993846485e-05,5.323869360503328e-07
2.142534929192237e-09,4.683240758703659e-11,0.9999937196896211,1.9805237281023042e-06,4.101913048176787e-11,1.8079924232721138e-11,5.382351406170265e-09,4.267367844432946e-06,2.4787988527652196e-08
9.458596382722158e-09,6.776212801780152e-10,0.9999720406773372,1.0094081394461024e-05,5.793983623462814e-10,2.1365117567178765e-10,1.3736289099524562e-07,1.7472357816925698e-05,2.4459129310777375e-07
2.976841952291513e-09,5.667433646157721e-12,2.569383738006478e-07,3.6145905147319473e-10,6.480338296852351e-12,1.6452817559325257e-12,0.9999940899940816,5.64965007358649e-06,6.537698044233054e-11
1.240268577273346e-10,0.9992697745974319,7.32376820064202e-15,2.4410122903063573e-12,7.534187445091358e-05,0.0006548622383358992,5.003434439343343e-12,2.1142687161118308e-08,1.5615520467749403e-11
0.00021275068332372564,3.510759417452319e-05,0.004367012710934839,0.000272638565692337,2.6691141337126338e-05,1.202550447990429e-05,0.9278580423755739,0.06711397181348994,0.0001017596109935376
2.1406036988454802e-09,4.674225462776352e-09,1.0192623454254796e-07,0.5270431401022457,3.556293561024302e-09,7.073654206357586e-09,1.8919125298754525e-09,7.114256197281106e-06,0.472949624378633
1.0953081131397504e-07,4.438752145984489e-08,0.0013355710682770494,0.9969350167654092,2.3396097574237037e-08,2.5697772487488256e-08,4.187785190328351e-08,0.00045991502477434894,0.001269252251484622
8.498946617254419e-08,4.670867736619342e-09,0.99987956075692,3.782490245499099e-05,2.540478265398168e-09,6.375806317647068e-10,1.5742492795617266e-07,8.19952280491413e-05,3.6884925502741075e-07
