0,1,2,3,4,5,6,7,8
0.15770698234864083,0.12259780871910118,3.9373860584710013e-13,2.6444534910652136e-17,6.651738801548421e-10,0.11828948650185926,0.601405721764831,1.1073584565636303e-23,4.755528858979226e-18
0.09622939072045388,0.12302335236380721,9.752747401147113e-11,3.066443614961166e-15,1.2317403945301835e-10,0.12531231984952662,0.6554349368455077,7.103221153220502e-24,9.957671913936737e-17
0.0978727188185271,0.12266793750828804,1.7756015232756113e-10,7.133647180081369e-16,1.008977579997769e-10,0.12377922600297862,0.6556801173917475,1.900246425035448e-23,2.4076633967929127e-17
0.0978464653505008,0.1327495193384037,1.6786532057561972e-13,4.341030944055978e-17,1.5943398533034632e-10,0.1276772947835469,0.6417267203679469,1.6451462153988887e-23,1.3136956629699554e-17
0.09577461661426694,0.13477739711886527,1.6455456748818606e-13,3.570234291512598e-17,1.3804648760174711e-10,0.1265656230718485,0.6428823630568081,1.7277348075875741e-22,9.195390838564254e-18
0.09677137735903722,0.12160331459440457,6.90368248157657e-11,9.39537109617765e-16,8.20672474805302e-11,0.12388500508064501,0.6577403028148082,1.547365678773151e-23,4.8530763050787505e-17
0.09442853808334517,0.11917466080475848,4.0313862600266196e-10,1.5763485087052932e-15,5.930045569555693e-11,0.12344045434398249,0.6629563463054732,3.8885109652661733e-23,6.175422254837629e-17
0.09342827824960395,0.12102846367123797,1.3223132665469473e-10,1.0150762784775203e-15,6.444747003120357e-11,0.12313595886051121,0.662407299021967,8.888058791343111e-24,3.45124483683084e-17
0.09480976710472197,0.11940946032212772,5.794267535518678e-13,1.0678692715915946e-17,2.1706774356857336e-11,0.11734588031416071,0.6684348922367034,1.16327136157975e-22,1.4564398108512824e-18
0.08400636773819088,0.20582876251856785,2.9523946075494318e-15,4.9874205673218574e-18,2.475807965563024e-08,0.14368235367323243,0.5664824913119262,3.428949936242373e-24,4.077706647359583e-18
0.09496706926835982,0.13107942727159821,7.927095131145493e-14,1.0858023589416383e-17,8.415121171077695e-11,0.1250666058355571,0.6488868975402543,2.6987455227577895e-23,2.8477053559411295e-18
0.09193919395891853,0.1288310645161107,4.4143580616517364e-13,3.8767081767540047e-13,1.3861652571954925e-10,0.1294230416722694,0.6498066997131394,1.0075684250585908e-23,1.1643911284231886e-13
0.0923515551444889,0.12784877189321786,6.700065950151773e-12,8.490387988892937e-14,1.2374830427138156e-10,0.1273238159553685,0.6524758568763903,9.602624221785589e-24,1.253198880575937e-15
0.0951893903970222,0.12516660040712935,8.165482095664982e-11,8.740599986611516e-16,9.141844026057587e-11,0.12382883845914441,0.6558151705636298,1.6932212306046383e-23,2.5664501861035196e-17
0.09416941471040653,0.11763783223743741,9.214248680705508e-13,4.01058404001334e-17,3.438089817698197e-11,0.1184592908529744,0.6697334621638792,1.1813291008144151e-22,4.687109821014131e-18
0.0847682881990077,0.1970937852861803,4.517586866267145e-15,6.870170974470343e-18,1.1694763105900295e-08,0.14233433170771298,0.5758035831123314,4.4551687039190066e-24,6.9335542497419295e-18
0.08981476208869428,0.1310473730722532,2.9464022326710314e-13,6.643306301527319e-13,1.646223015650766e-10,0.12929732976934952,0.6498405349038445,6.473305046807173e-24,2.773951202450292e-13
0.09452655067771489,0.12811837535207007,6.526898948109775e-12,2.2827309391385523e-14,1.0770449818386493e-10,0.12625349696902538,0.6511015768869349,1.0028407536717716e-23,6.207844689758492e-16
0.09381757973574904,0.12703328297995312,2.871172354801644e-13,3.616593227453869e-17,5.096604989483184e-11,0.12198414470536353,0.657164992527681,2.7530715064280356e-23,5.322326066148751e-18
0.0975516328289606,0.13178398625434523,1.5711739480885336e-13,4.310347164249352e-17,1.0539138545410957e-10,0.12603262803157209,0.6446317527795734,4.3655124358716164e-23,1.7995419756584646e-17
0.0933571916108001,0.12480148520365067,1.4372840934016673e-12,2.962692594944628e-13,9.153559265122617e-11,0.12629306833770976,0.6555482547545531,1.515347883773324e-23,1.7073868527614203e-14
0.09302124410857499,0.11668373481609236,4.842601035046779e-13,3.698705840485734e-18,1.3509233708807264e-11,0.11457046369478546,0.6757245573665538,1.2092765063463445e-22,7.171644557148364e-19
0.094826806665239,0.1321972536999973,1.0150631188173061e-13,2.4741299736743994e-17,8.294633625719326e-11,0.12574514694670358,0.6472307926050123,1.4610624156592738e-23,9.144741937324953e-18
0.08356726102924086,0.19638360612505507,7.13471917753785e-15,8.71644958329568e-18,9.540924353005355e-09,0.14281261666219364,0.5772365066425789,5.646581952049696e-24,4.0198147314487734e-18
0.0839565429325769,0.19926830945624563,5.066617569517586e-15,4.654570044540094e-18,1.2095610308429407e-08,0.14236721483203824,0.5744079206835239,1.0075172696571212e-23,2.509105969580058e-18
0.09258740123724413,0.19574727330916375,2.8904757950567565e-15,4.7551901529684135e-18,3.696974090595137e-07,0.14499375927355354,0.5666711964826266,4.8407008071059446e-24,3.735946228266531e-18
