0,1,2,3,4,5,6,7,8
0.5931998558434032,0.8507947623846358,0.8493525127080032,0.880695525090722,0.8100530311236991,0.8452886651592927,0.8373170306562948,0.826587249398441,0.8686634293497917
0.8572805707984784,0.8915224947995608,0.7109639588981514,0.7953281117903362,0.870421820886945,0.8815340827532475,0.8755426468046098,0.8339040701114049,0.8279334090628405
0.8408198417871491,0.8821761808578196,0.7136638705140691,0.8373499303928252,0.8743466961261155,0.8816428002248354,0.8482087529815905,0.8251539657018608,0.8609847194984237
0.8234410328411554,0.8389378200903684,0.829799357200473,0.8404910963008445,0.8352366293616688,0.8368636083944132,0.7900593326700964,0.8273301392742399,0.8304257747342519
0.8289533620859106,0.8357517129435462,0.8331533299755386,0.8500902320644794,0.8345279181387081,0.8318589512865532,0.7771050119953639,0.7995087087723465,0.8411947913011348
0.8492079231918301,0.8955106343281791,0.712985937951597,0.821163857031569,0.8763184951891635,0.8903135625899404,0.8465336287646378,0.8311159903651765,0.8416319267897987
0.8601430870557727,0.903967384522394,0.6942959465907058,0.8208457980213543,0.8872327742020344,0.8955145952584181,0.8458155316818596,0.8286880842781125,0.8536123334946564
0.8639320784544986,0.8958855880090345,0.7129344980209866,0.8231982533311936,0.8793915917997966,0.8894575048890545,0.832058857116462,0.8332301901994886,0.8493583738922421
0.8349126207300122,0.9031440417386855,0.8240984463429981,0.884991296018174,0.883743699439904,0.897541767244711,0.6334724526839056,0.8039403870983852,0.8910500429932455
0.8361898686064643,0.6136845459999368,0.9673267113507436,0.9044647019107724,0.6905520067384311,0.6690175758025211,0.8631774056414798,0.8293169816753841,0.8748651384773172
0.8294536172172284,0.85306325462117,0.8330020407261917,0.8559673373826717,0.8377441329208485,0.8458066096453674,0.7405322880382235,0.8164259771014805,0.8547816359603844
0.8648232702471025,0.8626061167002327,0.8599572139107436,0.7006001997334218,0.8472795836453999,0.8404924574017782,0.8609420680950852,0.8282482148539928,0.6906420964961694
0.8573412740707966,0.8719663514328521,0.7970201960951424,0.7260953517163673,0.8603102637677261,0.8594613701531814,0.8618395633691706,0.8184279881011581,0.7817168896374611
0.8510844347604475,0.8856888615861592,0.7220438124276949,0.8190964585771973,0.8737188075698255,0.8876325335742747,0.8398040223201566,0.8268781700158991,0.8543587693166798
0.8455178130527756,0.916794105520877,0.8154195897783845,0.8634517192364423,0.8751863653134482,0.899534564570097,0.6447702355882882,0.7942036316527533,0.8764511717143941
0.8482885029569719,0.6419024465871651,0.9423911615892967,0.8932772397791904,0.7197679905174555,0.6886192185005761,0.8634485324450235,0.8384767367493137,0.8587515486779846
0.8628950754554635,0.8585616557247305,0.8590925639667547,0.6918449580706953,0.850465580199323,0.8493977690014441,0.8770656435587697,0.8360525120040488,0.6767469816798779
0.847290377666007,0.8717140059609944,0.7943411175855866,0.74107347527716,0.8616094354638087,0.8683693844796124,0.8585092029815747,0.8311442736786279,0.7822448239569969
0.8395296190038324,0.8772396069194679,0.8209498574337771,0.8478315181734583,0.8686331185185309,0.87426651788309,0.7158721450242214,0.822173181941358,0.8539615768836627
0.8217957534104944,0.8409667064857221,0.8348359303435087,0.8374791032063444,0.8398413358691679,0.8436446049773503,0.7805808528422391,0.8261650943398584,0.831482474027229
0.8577354399662002,0.882355567749776,0.8278560704221691,0.7058366881491948,0.865292548214401,0.8669194673881155,0.8530499627613782,0.8222671057906334,0.7218277448717711
0.8435912083494893,0.9207904805762027,0.8184486947519544,0.9016099243535972,0.8972019450751432,0.9138921256399651,0.5918286134700911,0.8002292615117351,0.9045418687428444
0.8305629686808785,0.8500424422675086,0.8318764397030588,0.8402228541770946,0.8472454347568914,0.8438011820454098,0.7650820617397982,0.8244384631535044,0.8350139278412934
0.8415285539110484,0.6334476874258954,0.9506533591257778,0.8938374698637079,0.7192449616716751,0.685716923559507,0.8615338714633527,0.8187763267993189,0.8690779971181738
0.8419432537623666,0.6491181312352788,0.9361315843274739,0.8916511756953459,0.728102418825949,0.6882840424066169,0.8604314920602508,0.8280489273551944,0.8719818332029043
0.7966134620845822,0.6444365377844304,0.9562693120503876,0.9056699593539378,0.6245333201441402,0.6581972647640212,0.8757461388082356,0.82198787374702,0.8727800951399661
0.8463264373330469,0.8972450633896888,0.7097306666783975,0.8353660536129872,0.8819187009410967,0.8916786371364771,0.8356531371131424,0.8268637648947911,0.8516183539893121
0.8298105447027946,0.662076651791054,0.9385763242563185,0.891378080679864,0.6968432338612672,0.6702184911133624,0.8655011748081248,0.8208880873412917,0.8609178924804555
0.8397223326197105,0.8798834310864472,0.8300001775046931,0.8782799349857384,0.8697394418125168,0.8709061702531934,0.6720497569741166,0.8158279267852745,0.875632254169508
0.8286031501905367,0.6961057462473919,0.926801266963939,0.8855644443300696,0.7362226325193922,0.640329442052315,0.8663896990965655,0.8196543692250448,0.8411908570982066
